Age,Gender,Occupation,MonthlyDisposableIncome,HealthConsciousness,ExerciseFrequency,ConsumptionFrequency,TryNewBrand,SubscribePlan,SpendPerServing,PackagingFormat,PurchaseChannel,TopHealthBenefit,RecommendLikelihood,CurrentBrands,ExtraFeatures,Flavour_MixedBerry,Flavour_Mango,Flavour_GreenTea,Flavour_Chocolate,Flavour_Coffee,Flavour_Herbal,Flavour_Other,Context_PostWorkout,Context_Breakfast,Context_Afternoon,Context_Evening,Context_SpecialOccasion,Barrier_HighPrice,Barrier_PoorTaste,Barrier_LackTrust,Barrier_HardToFind,Barrier_UnsustainablePack,Rank_Taste,Rank_Price,Rank_NutritionalValue,Rank_BrandReputation,Rank_Packaging
21,Female,Other,6460,1,3-4,Monthly,Yes,No,7.77,Tetra Pak,Online retailer,Energy boost,1,BrandA,No artificial flavors,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,5,1,4,3,2
24,Female,Working professional,9409,4,1-2,Daily,Yes,Yes,18.19,Tetra Pak,Online retailer,Weight management,4,BrandA,No artificial flavors,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,1,3,4,2
38,Male,Working professional,3993,2,3-4,Daily,No,No,7.81,Can,Convenience store,Energy boost,4,BrandB,High protein,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,5,3,2
41,Male,Working professional,18177,3,1-2,Never,Yes,Yes,33.4,Bottle,Online retailer,Energy boost,2,None,Organic,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,5,2,1,3,4
18,Male,Homemaker,1473,4,3-4,Weekly,Yes,No,4.01,Tetra Pak,Online retailer,Immune support,5,BrandA,Gluten-free,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,4,2,3,5
26,Male,Working professional,9169,3,1-2,Rarely,Yes,No,14.26,Bottle,Supermarket,Digestive health,4,BrandC,High protein,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,2,1,5,4
24,Female,Working professional,2849,3,3-4,Daily,Yes,No,7.89,Bottle,Supermarket,Muscle recovery,4,BrandB,No artificial flavors,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,2,5,4,1,3
21,Female,Student,23097,3,5+,Never,No,No,49.08,Powder sachet,Online retailer,Weight management,4,BrandD,Organic,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,5,2,3,1
19,Male,Working professional,29533,4,1-2,Rarely,Yes,Yes,63.77,Jar,Online retailer,Energy boost,4,BrandA,None,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,5,4,2,3
22,Male,Working professional,2465,4,None,Monthly,No,No,1.78,Powder sachet,Gym/Fitness centre,Muscle recovery,2,BrandB,Low sugar,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,5,2,4,3
52,Female,Self-employed,2997,5,1-2,Daily,No,No,3.25,Bottle,Pharmacy,Weight management,4,BrandC,No artificial flavors,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,3,4,5
22,Male,Homemaker,10653,5,3-4,Weekly,Yes,No,22.69,Jar,Supermarket,Digestive health,4,BrandC,Gluten-free,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,5,3,2,4,1
26,Female,Student,3469,4,1-2,Weekly,No,No,9.3,Tetra Pak,Supermarket,Immune support,3,BrandD,Low sugar,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,5,3,1,4,2
32,Female,Self-employed,4718,5,1-2,Weekly,No,No,11.05,Powder sachet,Online retailer,Weight management,4,BrandA,None,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,4,3,5
23,Female,Working professional,5028,2,1-2,Weekly,No,Yes,12.22,Powder sachet,Online retailer,Energy boost,4,BrandC,Eco packaging,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,3,1,4,5
60,Female,Homemaker,873,3,3-4,Daily,Yes,No,9.58,Powder sachet,Supermarket,Weight management,3,BrandA,Eco packaging,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,3,1,2,5,4
57,Female,Self-employed,4854,5,1-2,Monthly,Yes,No,10.11,Powder sachet,Online retailer,Weight management,5,BrandC,No artificial flavors,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,1,5,4
21,Male,Working professional,2642,4,3-4,Monthly,Yes,No,4.86,Bottle,Supermarket,Energy boost,4,BrandA,None,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,3,2,4,5,1
26,Female,Self-employed,3153,5,None,Weekly,No,No,3.57,Tetra Pak,Online retailer,Digestive health,3,BrandA,None,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,5,1,4,3
22,Female,Working professional,18021,4,3-4,Daily,Yes,Yes,35.45,Bottle,Supermarket,Immune support,4,BrandB,No artificial flavors,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,1,4,5,2
22,Male,Working professional,9450,5,1-2,Never,Yes,Yes,18.61,Tetra Pak,Online retailer,Immune support,4,BrandB,Eco packaging,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,2,4,5,3
18,Female,Self-employed,10218,4,3-4,Weekly,Yes,Yes,18.54,Powder sachet,Gym/Fitness centre,Digestive health,3,BrandB,No artificial flavors,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,5,1,3,2
29,Female,Working professional,3824,4,1-2,Rarely,Yes,Yes,7.57,Bottle,Convenience store,Immune support,5,BrandC,No artificial flavors,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,4,5,2,3,1
26,Female,Working professional,3821,4,3-4,Weekly,Yes,No,5.52,Can,Convenience store,Immune support,5,BrandB,Low sugar,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,5,3,4
18,Female,Working professional,10010,4,5+,Daily,Yes,No,22.25,Tetra Pak,Online retailer,Muscle recovery,5,BrandA,Gluten-free,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,3,4,5,2
21,Female,Self-employed,6674,4,5+,Weekly,Yes,Yes,14.2,Bottle,Online retailer,Energy boost,4,BrandB,None,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,2,1,4,3,5
46,Female,Working professional,8214,5,3-4,Weekly,No,Yes,15.51,Bottle,Online retailer,Energy boost,5,BrandA,Gluten-free,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,1,2,5,3
21,Female,Working professional,11747,3,3-4,Rarely,Yes,No,23.87,Bottle,Supermarket,Energy boost,5,BrandA,Eco packaging,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,3,4,1,2,5
19,Female,Self-employed,3648,2,5+,Monthly,No,No,5.09,Bottle,Supermarket,Weight management,5,BrandA,None,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,2,5,4,1,3
26,Female,Self-employed,2833,4,3-4,Weekly,Yes,No,3.66,Tetra Pak,Supermarket,Digestive health,5,BrandA,None,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,5,1,3,4
68,Female,Student,1851,4,1-2,Never,Yes,No,2.43,Can,Online retailer,Weight management,4,None,Eco packaging,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,3,4,1,2,5
21,Female,Working professional,2338,5,5+,Weekly,No,No,4.29,Bottle,Online retailer,Weight management,3,BrandC,None,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,5,3,1,4
31,Male,Student,69856,3,3-4,Never,No,Yes,139.99,Powder sachet,Supermarket,Energy boost,3,BrandC,Low sugar,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,5,1,3,4,2
35,Female,Working professional,15066,4,1-2,Never,Yes,Yes,30.42,Tetra Pak,Online retailer,Energy boost,4,BrandD,Low sugar,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,4,1,3,2,5
21,Female,Working professional,1457,4,1-2,Daily,No,Yes,1.0,Can,Online retailer,Weight management,5,None,Low sugar,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,5,1,3,2,4
33,Male,Self-employed,1495,4,1-2,Weekly,No,Yes,2.83,Bottle,Gym/Fitness centre,Energy boost,4,BrandB,Low sugar,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,3,4,1,2,5
23,Female,Working professional,7583,5,3-4,Weekly,No,No,13.53,Tetra Pak,Online retailer,Energy boost,5,BrandB,No artificial flavors,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,1,3,2,4
30,Male,Working professional,8043,3,1-2,Monthly,Yes,No,9.27,Bottle,Supermarket,Weight management,4,None,None,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5,1,3,4,2
30,Male,Working professional,8055,4,1-2,Monthly,Yes,Yes,22.26,Tetra Pak,Supermarket,Weight management,3,BrandD,High protein,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,3,2,5,4
27,Female,Self-employed,3907,5,1-2,Never,Yes,Yes,6.22,Tetra Pak,Pharmacy,Energy boost,1,BrandD,High protein,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,4,3,5
19,Male,Working professional,4390,5,3-4,Rarely,Yes,Yes,7.29,Bottle,Supermarket,Muscle recovery,4,BrandC,No artificial flavors,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,2,1,5,3,4
39,Female,Other,6602,4,3-4,Weekly,Yes,No,10.51,Powder sachet,Online retailer,Weight management,5,BrandC,Eco packaging,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,2,5,4,3,1
22,Female,Working professional,5310,4,1-2,Daily,No,No,8.51,Can,Online retailer,Energy boost,5,BrandC,No artificial flavors,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,5,2,3,1
20,Female,Student,667,3,None,Monthly,Yes,Yes,1.0,Bottle,Convenience store,Muscle recovery,4,BrandC,Eco packaging,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,5,3,2,4,1
18,Male,Working professional,3997,4,1-2,Daily,Yes,Yes,10.7,Powder sachet,Online retailer,Weight management,5,BrandB,Gluten-free,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,2,5,1,3,4
28,Male,Working professional,2284,5,5+,Rarely,Yes,No,15.01,Can,Online retailer,Energy boost,3,BrandD,Eco packaging,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,5,2,1,4,3
31,Female,Working professional,5754,4,3-4,Weekly,No,No,10.86,Tetra Pak,Supermarket,Immune support,4,None,No artificial flavors,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,4,3,5,1
18,Other,Student,72167,3,3-4,Weekly,Yes,Yes,146.73,Tetra Pak,Convenience store,Muscle recovery,3,BrandC,None,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,2,1,4,5,3
26,Female,Working professional,6841,3,None,Daily,No,No,12.63,Bottle,Online retailer,Weight management,3,BrandB,Organic,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,5,3,1,2
21,Male,Homemaker,3706,3,3-4,Rarely,Yes,No,7.45,Powder sachet,Supermarket,Digestive health,5,BrandC,No artificial flavors,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,2,3,4,5,1
30,Female,Working professional,11267,3,3-4,Daily,No,Yes,20.69,Can,Online retailer,Immune support,5,BrandA,None,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,2,1,5,4,3
20,Female,Self-employed,7589,2,1-2,Rarely,No,Yes,18.55,Bottle,Supermarket,Energy boost,1,None,None,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5,3,4,2,1
32,Female,Working professional,7173,4,1-2,Weekly,Yes,Yes,16.44,Powder sachet,Supermarket,Digestive health,3,BrandC,Low sugar,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,3,1,5,4,2
23,Male,Working professional,8486,2,1-2,Rarely,No,No,16.67,Can,Online retailer,Digestive health,3,BrandA,Eco packaging,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,5,4,3,1,2
51,Female,Working professional,31285,3,5+,Monthly,Yes,No,61.77,Tetra Pak,Gym/Fitness centre,Energy boost,2,BrandC,No artificial flavors,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,5,4,3,2
19,Female,Working professional,1776,4,5+,Daily,Yes,No,3.49,Jar,Online retailer,Muscle recovery,4,BrandD,Organic,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,5,1,4,2
23,Other,Working professional,7527,3,3-4,Rarely,Yes,No,14.78,Bottle,Online retailer,Energy boost,4,BrandB,Eco packaging,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,4,5,2,1
19,Male,Working professional,2135,2,3-4,Daily,Yes,No,1.18,Bottle,Online retailer,Muscle recovery,4,BrandA,No artificial flavors,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5,3,4,1,2
49,Female,Student,8103,3,1-2,Weekly,No,No,18.37,Bottle,Online retailer,Muscle recovery,3,BrandB,Gluten-free,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,5,2,4,3
43,Female,Working professional,2150,3,3-4,Daily,Yes,No,3.85,Powder sachet,Supermarket,Weight management,3,None,Low sugar,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,3,2,4,5
21,Male,Working professional,3376,4,3-4,Rarely,Yes,Yes,10.55,Bottle,Supermarket,Digestive health,4,BrandB,None,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,5,4,2,1,3
30,Female,Retired,3768,2,1-2,Never,Yes,No,8.38,Bottle,Supermarket,Digestive health,5,BrandD,Eco packaging,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,2,1,5,4,3
38,Female,Homemaker,11828,5,5+,Monthly,Yes,No,18.61,Bottle,Supermarket,Immune support,5,BrandB,High protein,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,3,4,5,2
27,Male,Self-employed,11233,5,1-2,Monthly,Yes,No,19.9,Bottle,Convenience store,Weight management,3,BrandA,High protein,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,5,1,3,2,4
27,Male,Self-employed,1602,4,1-2,Rarely,No,Yes,1.0,Tetra Pak,Pharmacy,Energy boost,3,BrandB,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,2,1,3
21,Female,Working professional,5164,4,3-4,Daily,Yes,No,7.74,Powder sachet,Supermarket,Digestive health,3,BrandB,None,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,4,3,5,2
19,Male,Working professional,2595,5,3-4,Never,Yes,No,1.92,Bottle,Online retailer,Energy boost,1,None,High protein,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,2,3,5
45,Female,Retired,1583,4,3-4,Daily,Yes,Yes,3.67,Can,Convenience store,Weight management,3,None,High protein,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,4,5,3,2
45,Male,Working professional,4043,1,1-2,Never,Yes,No,7.45,Jar,Supermarket,Digestive health,5,BrandA,High protein,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,3,5,4
30,Female,Working professional,3723,4,5+,Rarely,Yes,Yes,8.93,Can,Online retailer,Energy boost,5,BrandB,No artificial flavors,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,2,4
22,Male,Student,43654,5,3-4,Rarely,No,No,87.23,Powder sachet,Supermarket,Weight management,3,None,Organic,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,1,5,3,2
23,Female,Working professional,7257,3,3-4,Monthly,Yes,No,14.03,Can,Online retailer,Weight management,4,BrandB,No artificial flavors,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,2,5,1,3,4
33,Other,Working professional,1422,1,5+,Weekly,Yes,No,6.85,Bottle,Convenience store,Energy boost,3,BrandB,High protein,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2,4,3,5
45,Other,Homemaker,2956,4,3-4,Monthly,Yes,Yes,6.36,Powder sachet,Pharmacy,Weight management,2,BrandA,Low sugar,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,3,2,5,4
44,Female,Working professional,12323,5,1-2,Daily,Yes,Yes,24.48,Can,Online retailer,Energy boost,4,BrandD,Eco packaging,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,2,3,5,4
36,Male,Working professional,32196,3,3-4,Monthly,No,No,62.69,Bottle,Online retailer,Energy boost,4,BrandB,No artificial flavors,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,5,2,1,3,4
30,Female,Other,1179,4,None,Monthly,Yes,Yes,1.0,Bottle,Online retailer,Digestive health,4,BrandC,Eco packaging,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,3,2,1,5
19,Male,Student,905,3,None,Rarely,Yes,No,3.35,Powder sachet,Supermarket,Weight management,5,BrandC,None,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,4,2,3,1
20,Male,Working professional,26473,4,3-4,Monthly,No,Yes,54.37,Jar,Supermarket,Muscle recovery,4,BrandA,Low sugar,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,3,2,1,4
45,Male,Student,40141,3,5+,Daily,Yes,No,83.43,Can,Convenience store,Energy boost,3,BrandA,Gluten-free,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,3,5,2,4,1
29,Female,Self-employed,2250,3,1-2,Weekly,Yes,No,5.46,Jar,Supermarket,Muscle recovery,4,None,High protein,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,1
18,Female,Retired,7952,5,3-4,Monthly,Yes,Yes,15.12,Can,Supermarket,Immune support,3,None,Organic,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,3,2,5,4
19,Female,Working professional,458,4,1-2,Weekly,Yes,No,1.94,Bottle,Online retailer,Muscle recovery,4,BrandC,Gluten-free,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,2,5,3
31,Male,Homemaker,4930,4,3-4,Weekly,No,No,9.7,Tetra Pak,Convenience store,Muscle recovery,4,BrandA,No artificial flavors,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,4,2,5
18,Male,Working professional,6601,4,3-4,Rarely,Yes,No,14.93,Tetra Pak,Online retailer,Energy boost,5,BrandB,No artificial flavors,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,4,3,5,1,2
20,Other,Retired,11292,3,3-4,Monthly,No,Yes,25.25,Can,Online retailer,Weight management,5,BrandC,No artificial flavors,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,4,1,5,2,3
27,Male,Self-employed,1973,4,1-2,Monthly,Yes,No,3.61,Bottle,Online retailer,Digestive health,5,BrandB,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,4,2,5
32,Male,Self-employed,5309,3,3-4,Weekly,No,Yes,14.13,Bottle,Gym/Fitness centre,Digestive health,4,None,None,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,1
30,Male,Student,2137,4,5+,Rarely,Yes,Yes,6.65,Jar,Online retailer,Weight management,4,BrandA,None,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,3,1,5,4,2
21,Female,Other,6185,3,3-4,Weekly,Yes,Yes,12.41,Jar,Convenience store,Immune support,5,BrandC,None,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,3,2,4,1
32,Female,Self-employed,2196,4,3-4,Rarely,Yes,No,5.73,Tetra Pak,Online retailer,Energy boost,2,BrandB,Low sugar,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3,5,1,4,2
21,Male,Working professional,3404,5,5+,Daily,Yes,Yes,7.42,Jar,Online retailer,Muscle recovery,3,BrandC,No artificial flavors,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,1,5,4,3
22,Male,Self-employed,2006,5,None,Rarely,Yes,No,4.06,Tetra Pak,Pharmacy,Energy boost,3,BrandC,None,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,5,1,2,4,3
34,Female,Working professional,8831,4,3-4,Weekly,No,Yes,21.49,Powder sachet,Gym/Fitness centre,Muscle recovery,4,BrandB,Gluten-free,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,3,1,4,2
30,Female,Homemaker,10642,3,5+,Weekly,No,Yes,22.32,Bottle,Supermarket,Energy boost,5,BrandA,No artificial flavors,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,3,4
40,Male,Student,3979,4,None,Monthly,Yes,Yes,6.28,Bottle,Supermarket,Immune support,3,BrandC,Gluten-free,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,3,2,4,1
30,Female,Self-employed,5087,5,3-4,Monthly,Yes,Yes,8.12,Can,Convenience store,Digestive health,4,None,Organic,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,2,5,3
28,Male,Working professional,1334,3,1-2,Daily,No,No,1.0,Bottle,Online retailer,Energy boost,4,BrandC,Eco packaging,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,2,1,5,3
19,Male,Student,3753,5,3-4,Rarely,Yes,Yes,8.49,Tetra Pak,Online retailer,Muscle recovery,5,BrandA,Eco packaging,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,3,1,5
23,Female,Working professional,4698,3,3-4,Weekly,No,Yes,8.71,Powder sachet,Supermarket,Digestive health,4,None,Eco packaging,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,3,4,2,5
21,Male,Student,51985,5,1-2,Never,Yes,Yes,104.64,Can,Online retailer,Energy boost,5,BrandA,Gluten-free,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,5,3,2,4,1
21,Female,Working professional,1807,5,3-4,Rarely,Yes,Yes,5.49,Powder sachet,Gym/Fitness centre,Energy boost,3,BrandB,None,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,3,4,1,5
61,Male,Working professional,18357,5,1-2,Weekly,Yes,Yes,40.77,Can,Online retailer,Weight management,5,BrandB,Organic,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,1,3,5,4
23,Male,Working professional,12054,3,1-2,Rarely,Yes,No,23.47,Can,Supermarket,Energy boost,4,BrandB,Gluten-free,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,5,3,2,4,1
44,Other,Working professional,6327,1,1-2,Weekly,Yes,No,9.84,Tetra Pak,Supermarket,Muscle recovery,4,BrandB,High protein,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,2,4,1,5
29,Male,Working professional,23927,4,5+,Daily,No,No,51.44,Bottle,Convenience store,Weight management,3,BrandD,High protein,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,5,3,2,4,1
37,Female,Self-employed,6870,3,None,Never,No,No,10.83,Bottle,Pharmacy,Weight management,5,BrandA,No artificial flavors,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,5,1,2
26,Male,Student,6976,1,5+,Monthly,Yes,No,10.96,Can,Gym/Fitness centre,Weight management,5,BrandB,None,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,2,4,5,3
28,Male,Retired,4685,4,3-4,Weekly,Yes,No,12.9,Powder sachet,Online retailer,Immune support,5,BrandA,No artificial flavors,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,5,1,2,3
26,Male,Homemaker,14783,4,1-2,Weekly,Yes,Yes,31.7,Tetra Pak,Online retailer,Digestive health,4,BrandC,Low sugar,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,3,4,2
20,Female,Working professional,13185,4,3-4,Weekly,No,Yes,27.34,Bottle,Pharmacy,Muscle recovery,4,BrandA,High protein,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,5,2,4
33,Male,Working professional,2799,4,3-4,Never,Yes,Yes,5.5,Bottle,Gym/Fitness centre,Weight management,3,BrandB,Low sugar,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5,3,2,1,4
21,Female,Homemaker,1499,2,3-4,Daily,Yes,Yes,2.52,Powder sachet,Pharmacy,Energy boost,4,BrandB,No artificial flavors,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,4,5,1,3,2
18,Male,Working professional,4094,5,1-2,Weekly,Yes,Yes,6.89,Can,Supermarket,Energy boost,3,BrandA,Organic,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,4,2,1,3
30,Other,Student,2392,3,1-2,Weekly,Yes,No,4.22,Powder sachet,Online retailer,Muscle recovery,5,BrandB,Eco packaging,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2,3,1,4,5
20,Male,Working professional,4642,4,1-2,Weekly,No,Yes,9.19,Can,Gym/Fitness centre,Weight management,5,BrandB,No artificial flavors,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,2,1
51,Female,Self-employed,14968,4,None,Weekly,Yes,No,27.19,Tetra Pak,Supermarket,Weight management,5,BrandB,Organic,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,3,5,2,1,4
54,Female,Student,3257,5,1-2,Daily,Yes,Yes,4.87,Tetra Pak,Online retailer,Digestive health,4,BrandB,Gluten-free,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,3,2,4,1
47,Female,Working professional,4729,2,None,Daily,Yes,Yes,5.23,Bottle,Online retailer,Weight management,4,BrandB,No artificial flavors,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,4,3,5,1,2
23,Female,Other,5178,4,1-2,Weekly,Yes,No,10.51,Tetra Pak,Online retailer,Digestive health,4,BrandC,No artificial flavors,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4,3,5,2,1
18,Female,Homemaker,10547,4,None,Never,Yes,No,21.25,Can,Gym/Fitness centre,Digestive health,4,BrandD,None,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,3,2,4,5
49,Female,Working professional,651,3,1-2,Daily,Yes,Yes,4.86,Tetra Pak,Supermarket,Energy boost,1,BrandC,Eco packaging,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,5,4,3,2,1
24,Male,Student,2847,4,1-2,Rarely,Yes,No,6.45,Jar,Gym/Fitness centre,Immune support,5,None,Gluten-free,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,2,5,4,3,1
58,Male,Self-employed,5944,5,5+,Rarely,Yes,No,10.78,Bottle,Supermarket,Energy boost,3,None,No artificial flavors,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,5,4
57,Female,Working professional,14473,5,None,Rarely,Yes,Yes,28.55,Tetra Pak,Convenience store,Immune support,4,BrandA,Eco packaging,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,5,4,3,1
41,Female,Student,3157,1,3-4,Rarely,Yes,Yes,7.29,Bottle,Supermarket,Weight management,5,BrandB,Gluten-free,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2,1,4,5,3
